,Unnamed: 0,Incident ID,Incident Date,year,State,City Or County,Address,Killed,Injured,Operations
318,331,1016838,December 29,2017,Indiana,Indianapolis,W 25th St and Doctor MLK Jr St,0,1,"View Incident
View Source"
319,332,1288623,December 30,2018,Texas,Houston,Blackhawk Blvd and Fuqua St,0,1,"View Incident
View Source"
319,332,1017077,December 29,2017,Florida,Melbourne (West Melbourne),Palm Bay Rd and Norfolk Pkwy,0,1,"View Incident
View Source"
319,332,1504847,September 15,2019,California,Los Angeles,1700 block of Firestone Blvd,1,0,"View Incident
View Source"
319,332,477434,December 29,2015,New York,Staten Island,Tompkins Avenue,0,0,"View Incident
View Source"
319,332,741030,December 30,2016,Connecticut,Bridgeport,130 Old Town Road,0,1,"View Incident
View Source"
320,333,1054332,December 29,2017,Maryland,Salisbury,800 block of Seminole Blvd,0,0,"View Incident
View Source"
320,333,1504846,September 15,2019,North Carolina,High Point,6100 block of Riverdale Dr,0,0,"View Incident
View Source"
320,333,738759,December 30,2016,Texas,Houston,9350 Country Creek St,1,0,"View Incident
View Source"
320,333,475269,December 29,2015,New Jersey,Franklin,Eugene Avenue,0,2,"View Incident
View Source"
320,333,1289645,December 30,2018,Maryland,Hagerstown,E Washington St,0,0,"View Incident
View Source"
321,334,739162,December 30,2016,North Carolina,Charlotte,5415 Kimmerly Woods Drive,0,0,"View Incident
View Source"
321,334,1506577,September 15,2019,Arkansas,Marked Tree,,0,0,"View Incident
View Source"
321,334,482588,December 29,2015,Georgia,Jefferson,Valley View Drive,0,0,"View Incident
View Source"
321,334,1314977,December 30,2018,Illinois,Evanston,1900 block of Foster St,1,0,"View Incident
View Source"
321,334,1016526,December 29,2017,Tennessee,Chattanooga,1800 block of E 4th St,0,1,"View Incident
View Source"
322,335,739167,December 30,2016,North Carolina,Charlotte,6150 Old Pineville Road,0,0,"View Incident
View Source"
322,335,482585,December 29,2015,Georgia,Nicholson,8000 block of Highway 441,0,0,"View Incident
View Source"
322,335,1028479,December 29,2017,Florida,Hollywood (Cooper City),,0,0,"View Incident
View Source"
322,335,1505616,September 15,2019,Maryland,Hagerstown,20300 block of Youngstoun Ct,0,0,"View Incident
View Source"
322,335,1290583,December 30,2018,Maryland,Severn,8100 block of Meade Village Rd,1,0,"View Incident
View Source"
323,336,475547,December 29,2015,Virginia,Newport News,Ivy Avenue and Ridley Circle,0,0,"View Incident
View Source"
323,336,1288608,December 30,2018,Maryland,Frostburg,S Grant St,0,0,"View Incident
View Source"
323,336,1504469,September 15,2019,California,Fresno,Shields Ave,0,1,"View Incident
View Source"
323,336,742065,December 30,2016,Tennessee,Memphis,2830 Old Austin Peay Highway,0,0,"View Incident
View Source"
323,336,1018006,December 29,2017,Mississippi,Wayne (county),,0,1,"View Incident
View Source"
324,337,1017103,December 29,2017,Kentucky,Paducah,2400 Irvin Cobb Dr,0,0,"View Incident
View Source"
324,337,476213,December 29,2015,Nevada,Reno,Bishop Street,0,1,"View Incident
View Source"
324,337,1289599,December 30,2018,Florida,Panama City,2700 block of E 7th Ct,0,0,"View Incident
View Source"
324,337,1504283,September 15,2019,Indiana,West Lafayette,111 S Salisbury St,0,2,"View Incident
View Source"
324,337,739177,December 30,2016,North Carolina,Charlotte,2008 El Verano Circle,0,0,"View Incident
View Source"
325,339,475611,December 29,2015,Virginia,Hampton,1st block of Pin Oak Court,0,0,"View Incident
View Source"
325,339,1288606,December 30,2018,Illinois,Chicago,500 block of N Ridgeway Ave,0,1,"View Incident
View Source"
325,339,739172,December 30,2016,North Carolina,Charlotte,6625 Dupont Drive,0,0,"View Incident
View Source"
325,339,1016508,December 29,2017,Tennessee,Springfield,20th Ave W,0,1,"View Incident
View Source"
325,339,1504812,September 15,2019,North Carolina,Asheboro,1958 Lakeview Rd,1,0,"View Incident
View Source"
326,340,738402,December 30,2016,Tennessee,Antioch,100 Chimney Top Drive,1,0,"View Incident
View Source"
326,340,1504806,September 15,2019,Indiana,Mishawaka,1200 Farmcrest Cir,0,1,"View Incident
View Source"
326,340,475650,December 29,2015,Hawaii,Hilo,Kaumana Drive,0,0,"View Incident
View Source"
326,340,1016506,December 29,2017,North Carolina,Rocky Mount,2740 Stewart Ln,1,0,"View Incident
View Source"
326,340,1290589,December 30,2018,New York,Salamanca,,0,0,"View Incident
View Source"
327,341,1016246,December 29,2017,Texas,San Antonio,4700 block of Belinda Lee St,1,0,"View Incident
View Source"
327,341,740199,December 30,2016,Missouri,Saint Louis,5300 block of Claxton Ave,0,1,"View Incident
View Source"
327,341,1289514,December 30,2018,California,Sacramento,US 50,0,1,"View Incident
View Source"
327,341,1504350,September 15,2019,Kentucky,Lexington,700 block of Florence Ave,1,0,"View Incident
View Source"
327,341,475597,December 29,2015,Virginia,Hampton,2200 block of Bay Avenue,0,0,"View Incident
View Source"
328,342,1016501,December 29,2017,Tennessee,Springfield,15th Ave W,0,1,"View Incident
View Source"
328,342,1288589,December 30,2018,Maryland,Oxon Hill,1700 block of Mystic Ave,1,0,"View Incident
View Source"
328,342,1504281,September 15,2019,Illinois,Chicago,1200 S Stewart Ave,0,1,"View Incident
View Source"
328,342,738650,December 30,2016,Massachusetts,Boston,33 Stanton St,0,0,"View Incident
View Source"
328,342,475615,December 29,2015,Virginia,Hampton,2100 block of Shell Road,0,0,"View Incident
View Source"
329,343,739437,December 30,2016,Alabama,Montgomery,2100 block of E. South Boulevard,0,1,"View Incident
View Source"
329,343,475476,December 29,2015,California,San Marino,Huntington Dr and Pasqualito Dr,0,0,"View Incident
View Source"
329,343,1287957,December 30,2018,New York,Brooklyn,2481 Pitkin Ave,0,1,"View Incident
View Source"
329,343,1504279,September 15,2019,Illinois,Chicago,200 E 55th Pl,0,1,"View Incident
View Source"
329,343,1017126,December 29,2017,Florida,Miami,NW 133rd St and NW 13th St,0,1,"View Incident
View Source"
330,344,1504277,September 15,2019,Illinois,Chicago,2800 W 23rd St,0,1,"View Incident
View Source"
330,344,1017119,December 29,2017,Florida,Hialeah,7194 W 12th Ave,0,1,"View Incident
View Source"
330,344,475634,December 29,2015,Indiana,Richmond,North West Second Street,0,0,"View Incident
View Source"
330,344,1287995,December 30,2018,Maryland,Baltimore,400 block of Gold St,1,0,"View Incident
View Source"
330,344,742351,December 30,2016,Alaska,Ekwok,,0,0,"View Incident
View Source"
331,345,741421,December 30,2016,Tennessee,Murfreesboro,3435 Florence Rd,0,0,"View Incident
View Source"
331,345,1288600,December 30,2018,Maryland,Annapolis,50 block of Bens Drive,0,1,"View Incident
View Source"
331,345,1504270,September 15,2019,Illinois,Chicago,424 W Fullerton Ave,0,1,"View Incident
View Source"
331,345,1022307,December 29,2017,Idaho,Mullan,500 block of Pine St,0,0,"View Incident
View Source"
331,345,475631,December 29,2015,Indiana,Richmond,200 block of North 12th Street,0,0,"View Incident
View Source"
332,346,1017117,December 29,2017,Mississippi,Wiggins,Stennis Dr,0,0,"View Incident
View Source"
332,346,1504229,September 15,2019,Georgia,Atlanta,Fitzgerald St and Chamberlain St,0,1,"View Incident
View Source"
332,346,476678,December 29,2015,Illinois,Chicago (Englewood),6400 block of South Stewart,0,0,"View Incident
View Source"
332,346,1288420,December 30,2018,Maryland,Baltimore,1000 block of Franklintown Rd,1,0,"View Incident
View Source"
332,346,738100,December 30,2016,Indiana,Indianapolis,5845 Rockville Rd,1,0,"View Incident
View Source"
333,347,1288583,December 30,2018,Oregon,Portland,100 block of SE 127th Ave,0,0,"View Incident
View Source"
333,347,477383,December 29,2015,Tennessee,Jackson,East Chester Street,0,0,"View Incident
View Source"
333,347,738157,December 30,2016,Florida,Elkton,State Rd 207,0,0,"View Incident
View Source"
333,347,1017874,December 29,2017,Maryland,Baltimore,3200 block of Powhatan Ave,0,0,"View Incident
View Source"
333,347,1505614,September 15,2019,Maryland,Annapolis,1400 block of Tyler Ave,0,0,"View Incident
View Source"
334,348,1504260,September 15,2019,Maryland,Great Mills,Fox Chase Dr,0,1,"View Incident
View Source"
334,348,476165,December 29,2015,Louisiana,Covington,Emily Diamond Way,0,1,"View Incident
View Source"
334,348,1288586,December 30,2018,Minnesota,Minneapolis,3400 block of Queen Ave N,0,1,"View Incident
View Source"
334,348,1016812,December 29,2017,Arkansas,Lonsdale,2700 block of Highway 128,0,1,"View Incident
View Source"
334,348,738137,December 30,2016,Kentucky,Wingo,McNutt Road,0,0,"View Incident
View Source"
335,349,738118,December 30,2016,Kentucky,Louisville,,0,1,"View Incident
View Source"
335,349,475579,December 29,2015,Pennsylvania,Clairton,400 block of Maple Alley,1,0,"View Incident
View Source"
335,349,1288576,December 30,2018,Michigan,Muskegon (Muskegon Heights),E Center St and Baker St,1,0,"View Incident
View Source"
335,349,1020930,December 29,2017,Mississippi,Booneville,,0,0,"View Incident
View Source"
335,349,1504254,September 15,2019,Illinois,Chicago,9700 block of S University Ave,0,1,"View Incident
View Source"
336,350,737721,December 30,2016,Texas,Killeen,North 22nd Street and Parmer Avenue,1,0,"View Incident
View Source"
336,350,1288553,December 30,2018,Virginia,Richmond,E Brookland Park Blvd,0,1,"View Incident
View Source"
336,350,476156,December 29,2015,Massachusetts,Quincy,38 Elm Street,0,0,"View Incident
View Source"
336,350,1504248,September 15,2019,Illinois,Chicago,5100 block of S Maplewood Ave,0,1,"View Incident
View Source"
336,350,1017851,December 29,2017,Maryland,Frederick,600 block of Heather Ridge Dr,0,1,"View Incident
View Source"
337,351,1016479,December 29,2017,Washington,Vancouver,5113 NE 31st Ct,0,0,"View Incident
View Source"
337,351,741134,December 30,2016,Mississippi,Harrison (county),Canal Road,0,0,"View Incident
View Source"
337,351,1288533,December 30,2018,Virginia,Williamsburg,1000 block of Wilkins Dr,1,0,"View Incident
View Source"
337,351,1504582,September 15,2019,Mississippi,Robinsonville,2669 Kirby Rd,1,0,"View Incident
View Source"
337,351,475566,December 29,2015,Florida,Miami-dade (county),Northwest 77th Street and 13th Avenue,0,1,"View Incident
View Source"
338,352,739234,December 30,2016,Mississippi,Meridian,803 29th St,1,0,"View Incident
View Source"
338,352,1504736,September 15,2019,Florida,Orlando,Booker St and Florence Ave,0,1,"View Incident
View Source"
338,352,1017825,December 29,2017,Georgia,Columbus,1400 block of 24th St,0,3,"View Incident
View Source"
338,352,1288531,December 30,2018,Virginia,Portsmouth,Chestnut St and Randolph St,0,1,"View Incident
View Source"
338,352,475564,December 29,2015,Florida,Punta Gorda,Doredo Drive,0,0,"View Incident
View Source"
339,353,1017818,December 29,2017,Georgia,Columbus,Lumpkin Ct,1,0,"View Incident
View Source"
339,353,475560,December 29,2015,Florida,Palm Coast,,0,0,"View Incident
View Source"
339,353,739518,December 30,2016,Texas,Killeen,2300 Block of Woodlands Dr,0,2,"View Incident
View Source"
339,353,1288515,December 30,2018,Tennessee,Mount Juliet (Mt Juliet),401 S Mt Juliet Rd,0,0,"View Incident
View Source"
339,353,1506448,September 15,2019,New York,Port Jervis,Seward Ave and Ball St,0,0,"View Incident
View Source"
340,354,475550,December 29,2015,Indiana,Gary,West 21st Avenue and Lane Street,0,0,"View Incident
View Source"
340,354,1504721,September 15,2019,Florida,Jacksonville,Jammes Rd and San Juan Ave,0,1,"View Incident
View Source"
340,354,740297,December 30,2016,Texas,Houston,Deering Drive,1,0,"View Incident
View Source"
340,354,1017165,December 29,2017,Delaware,Dover,820 Carvel Dr,0,0,"View Incident
View Source"
340,354,1288488,December 30,2018,Nebraska,Omaha,25th St and Ames Ave,0,2,"View Incident
View Source"
341,355,476135,December 29,2015,Texas,Pasadena,Lily Street,0,1,"View Incident
View Source"
341,355,1505561,September 15,2019,District of Columbia,Washington,4th St NW and Taylor St NW,0,0,"View Incident
View Source"
341,355,1017805,December 29,2017,Nebraska,Lincoln,N 68th St and Aylesworth Ave,0,0,"View Incident
View Source"
341,355,1288481,December 30,2018,Kansas,Topeka,1900 NW Lyman Rd,0,1,"View Incident
View Source"
341,355,737704,December 30,2016,Louisiana,Shreveport,Hearne Avenue,0,1,"View Incident
View Source"
342,356,528671,December 29,2015,Florida,Palm Beach,Brazilian Avenue and South Ocean Boulevard,0,1,"View Incident
View Source"
342,356,1118297,December 29,2017,Florida,Tallahassee,3000 block of S Adams St,0,0,"View Incident
View Source"
342,356,740270,December 30,2016,Texas,Laredo,400 block of Plum Street,0,1,"View Incident
View Source"
342,356,1288477,December 30,2018,Tennessee,Chattanooga,,0,1,"View Incident
View Source"
342,356,1504716,September 15,2019,Florida,Gainesville,2900 SW 42nd St,0,3,"View Incident
View Source"
343,357,1504534,September 15,2019,District of Columbia,Washington,50 block of 35th St NE,1,0,"View Incident
View Source"
343,357,1288350,December 30,2018,Massachusetts,Boston,Centre St and Wainwright St,0,1,"View Incident
View Source"
343,357,476889,December 29,2015,Connecticut,Stamford,Southwood Drive,0,0,"View Incident
View Source"
343,357,738641,December 30,2016,Texas,San Antonio,400 block of Nash Boulevard,1,1,"View Incident
View Source"
343,357,1017298,December 29,2017,Missouri,Saint Louis,2200 block of Keokuk St,0,2,"View Incident
View Source"
344,358,740207,December 30,2016,North Carolina,Wilson,,0,0,"View Incident
View Source"
344,358,1504712,September 15,2019,Florida,Deland,2435 Princeton Rd,0,0,"View Incident
View Source"
344,358,1288463,December 30,2018,Missouri,Kansas City,E 70th St and Cleveland Ave,0,2,"View Incident
View Source"
344,358,1016462,December 29,2017,California,Long Beach,300 E San Antonio Dr,2,1,"View Incident
View Source"
344,358,476127,December 29,2015,Michigan,Taylor,8000 block of Oak Street,0,1,"View Incident
View Source"
345,359,1504704,September 15,2019,Delaware,Bear,3800 block of Wrangle Hill Rd,0,0,"View Incident
View Source"
345,359,1288460,December 30,2018,Kentucky,Louisville,3400 block of Tapestry Circle,0,1,"View Incident
View Source"
345,359,1047023,December 29,2017,Colorado,Thornton,11600 block of Riverdale Rd,1,0,"View Incident
View Source"
345,359,475573,December 29,2015,Florida,Orlando,Dogwood Drive,0,1,"View Incident
View Source"
345,359,738440,December 30,2016,Pennsylvania,Williamsport,2000 block of Boyd St,1,0,"View Incident
View Source"
346,360,738744,December 30,2016,Texas,San Antonio,4243 W Commerce St,1,0,"View Incident
View Source"
346,360,476104,December 29,2015,Alabama,Birmingham,200 block of 22nd Avenue West,1,0,"View Incident
View Source"
346,360,1504699,September 15,2019,Delaware,Wilmington,1900 block of N Washington St,0,1,"View Incident
View Source"
346,360,1017045,December 29,2017,California,Apple Valley,14000 block of Navajo Rd,0,0,"View Incident
View Source"
346,360,1288458,December 30,2018,Missouri,Kansas City,E 11th St and Hardesty Ave,0,1,"View Incident
View Source"
347,361,476616,December 29,2015,New York,Tonawanda,749 Sheridan Drive,0,0,"View Incident
View Source"
347,361,739351,December 30,2016,New York,Utica,Arthur St and West St,0,2,"View Incident
View Source"
347,361,1288452,December 30,2018,Kentucky,Manchester,US 421,0,0,"View Incident
View Source"
347,361,1018322,December 29,2017,Ohio,Lorain,1900 block of Madison Ave,1,0,"View Incident
View Source"
347,361,1504693,September 15,2019,Ohio,Columbus,200 block of Buffalo Ct,0,1,"View Incident
View Source"
348,362,1288446,December 30,2018,Kentucky,Lexington,750 Newtown Ct,0,0,"View Incident
View Source"
348,362,1504691,September 15,2019,Ohio,Columbus,2000 block of Morse Rd,0,1,"View Incident
View Source"
348,362,1038014,December 29,2017,Illinois,Mattoon,Health Center Dr,0,0,"View Incident
View Source"
348,362,474875,December 29,2015,Wisconsin,Milwaukee,3600 block of North 23rd,0,1,"View Incident
View Source"
348,362,738388,December 30,2016,Utah,Ogden,27th St and Adams Ave,1,0,"View Incident
View Source"
349,363,803033,December 30,2016,Iowa,Hampton,1600 block of Club Dr,0,0,"View Incident
View Source"
349,363,481572,December 29,2015,Minnesota,Shakopee,Tinta Circle and McKenna Road,0,0,"View Incident
View Source"
349,363,1019330,December 29,2017,Georgia,Athens,135 Hoyt St,0,0,"View Incident
View Source"
349,363,1504547,September 15,2019,Ohio,Cincinnati,800 block of Main St,0,1,"View Incident
View Source"
349,363,1290480,December 30,2018,New Mexico,Ranchos De Taos,Camino de Corazon,0,1,"View Incident
View Source"
350,365,1504547,September 15,2019,Ohio,Cincinnati,800 block of Main St,0,1,"View Incident
View Source"
350,365,1288443,December 30,2018,Kentucky,Lexington,Locust Ave,0,0,"View Incident
View Source"
350,365,474530,December 29,2015,Massachusetts,Boston,23 Wilmore Street,1,1,"View Incident
View Source"
350,365,737919,December 30,2016,Nevada,Las Vegas,600 block of North Las Vegas Boulevard,0,1,"View Incident
View Source"
350,365,1017026,December 29,2017,California,Santa Rosa,1250 Hahman Dr,0,0,"View Incident
View Source"
351,366,1016865,December 29,2017,Illinois,Champaign,County Rd 1800 N and N Rising Rd,0,0,"View Incident
View Source"
351,366,738527,December 30,2016,New York,Syracuse,1631-1633 W Onondaga St,0,2,"View Incident
View Source"
351,366,1506376,September 15,2019,Washington,Richland,1500 Mansfield St,0,1,"View Incident
View Source"
351,366,1288968,December 30,2018,North Dakota,Mandan,200 block of 3rd Ave NE,0,1,"View Incident
View Source"
351,366,476067,December 29,2015,Illinois,Rockford,Montague Street and Rose Avenue,0,0,"View Incident
View Source"
352,367,1288853,December 30,2018,Mississippi,Biloxi,850 Bayview Ave,0,1,"View Incident
View Source"
352,367,1140416,December 29,2017,California,Sacramento,7800 block of Center Parkway,0,1,"View Incident
View Source"
352,367,474860,December 29,2015,Illinois,Chicago,3600 block of West Dickens Avenue,0,1,"View Incident
View Source"
352,367,1504677,September 15,2019,Oregon,Portland,,0,0,"View Incident
View Source"
352,367,738300,December 30,2016,Illinois,Chicago,4700 block of South Throop Street,0,1,"View Incident
View Source"
353,368,1506369,September 15,2019,Louisiana,Thibodaux,1600 block of Ledet St,1,0,"View Incident
View Source"
353,368,1016836,December 29,2017,California,Los Angeles,Hartford Ave,0,1,"View Incident
View Source"
353,368,738305,December 30,2016,Illinois,Chicago,200 block of West 117th Street,0,1,"View Incident
View Source"
353,368,1287945,December 30,2018,District of Columbia,Washington,1200 block of 49th Pl NE,0,1,"View Incident
View Source"
353,368,479153,December 29,2015,California,Pasadena,800 block of North Lake Avenue,0,1,"View Incident
View Source"
354,369,1016428,December 29,2017,Louisiana,New Orleans,Desire Street and North Derbigny Street,0,1,"View Incident
View Source"
354,369,1291318,December 30,2018,Massachusetts,Athol,E River St,0,0,"View Incident
View Source"
354,369,738286,December 30,2016,Illinois,Chicago,4800 block of West Ferdinand Street,1,0,"View Incident
View Source"
354,369,1504659,September 15,2019,New Jersey,Paterson,Market St and Rose St,0,1,"View Incident
View Source"
354,369,475510,December 29,2015,Massachusetts,Andover,354 Main Street,0,0,"View Incident
View Source"
355,370,474853,December 29,2015,Illinois,Chicago,5700 block of South Michigan Avenue,0,1,"View Incident
View Source"
355,370,1288721,December 30,2018,Pennsylvania,Braddock,700 block of Hawkins Ave,1,0,"View Incident
View Source"
355,370,740174,December 30,2016,New York,Utica,500 block of Milgate Street,0,0,"View Incident
View Source"
355,370,1017966,December 29,2017,North Carolina,Chapel Hill,400 Block of W Rosemary St,0,0,"View Incident
View Source"
355,370,1504608,September 15,2019,Texas,Houston,4900 block of Southwind St,0,1,"View Incident
View Source"
356,371,1289220,December 30,2018,Oklahoma,Tulsa,4811 S Jackson Ave,1,0,"View Incident
View Source"
356,371,477250,December 29,2015,California,Calexico,Thielemann Avenue,0,0,"View Incident
View Source"
356,371,1505469,September 15,2019,Alabama,Gadsden,1700 block of Springrock St,1,0,"View Incident
View Source"
356,371,749305,December 30,2016,Colorado,Englewood (Greenwood Village),5336 DTC Blvd,0,1,"View Incident
View Source"
356,371,1020524,December 29,2017,South Dakota,Brandon,1400 block of S Lakota Ave,0,0,"View Incident
View Source"
357,372,1504671,September 15,2019,Washington,Camas,19408 SE 42nd Cir,1,0,"View Incident
View Source"
357,372,475500,December 29,2015,California,Orange,2000 block of East Palmya Avenue,1,0,"View Incident
View Source"
357,372,1016349,December 29,2017,District of Columbia,Washington,3900 block of 1st St SE,1,0,"View Incident
View Source"
357,372,1288505,December 30,2018,Ohio,Cleveland,1600 block of Holyrood Ave,1,0,"View Incident
View Source"
357,372,739334,December 30,2016,Massachusetts,New Bedford,,0,0,"View Incident
View Source"
358,373,1288538,December 30,2018,Pennsylvania,Mckeesport,400 block of 31st St,0,1,"View Incident
View Source"
358,373,475487,December 29,2015,California,Union City,29500 block of Kohoutek Way,0,1,"View Incident
View Source"
358,373,1016796,December 29,2017,District of Columbia,Washington,700 block of Fairmont St NW,0,2,"View Incident
View Source"
358,373,739329,December 30,2016,New York,Albany,118 Quail St,0,0,"View Incident
View Source"
358,373,1505441,September 15,2019,Texas,Fort Worth,700 block of W Malta Ave,0,0,"View Incident
View Source"
359,374,1289330,December 30,2018,Missouri,Saint Joseph,4014 E Ayrlawn Dr,0,1,"View Incident
View Source"
359,374,1017141,December 29,2017,Florida,Avon Park,220 Garrett Rd,1,0,"View Incident
View Source"
359,374,1504619,September 15,2019,Texas,Fort Worth,7700 block of Greengage Dr,1,0,"View Incident
View Source"
359,374,739320,December 30,2016,New York,Buffalo,Howell St,0,0,"View Incident
View Source"
359,374,475474,December 29,2015,California,Rosemead,3500 block of Strang Avenue,1,0,"View Incident
View Source"
360,375,475471,December 29,2015,California,Oxnard,4600 block of Terrace Avenue,0,2,"View Incident
View Source"
360,375,739315,December 30,2016,North Carolina,Hendersonville,1178 Gilliam Mountain Rd,0,0,"View Incident
View Source"
360,375,1287783,December 29,2018,Louisiana,Covington,I-12,0,0,"View Incident
View Source"
360,375,1504139,September 14,2019,Illinois,Joliet,E Cass St and Collins St,0,1,"View Incident
View Source"
360,375,1019245,December 29,2017,Delaware,Wilmington,2800 block of Washington St,0,0,"View Incident
View Source"
361,376,1017710,December 29,2017,South Carolina,Rock Hill,Saluda Road,0,0,"View Incident
View Source"
361,376,1288390,December 29,2018,Maine,Solon,S Main St,0,0,"View Incident
View Source"
361,376,741998,December 30,2016,Texas,Fort Worth,3600 block of Middlewood Drive,1,0,"View Incident
View Source"
361,376,477868,December 29,2015,South Carolina,Sumter,Frazier Street,0,0,"View Incident
View Source"
361,376,1506323,September 14,2019,Oregon,Pendleton,,0,1,"View Incident
View Source"
362,377,739259,December 30,2016,Texas,Fort Worth,5300 block of Wonder Dr,0,1,"View Incident
View Source"
362,377,476045,December 29,2015,South Carolina,Graniteville,Elbert Street,0,0,"View Incident
View Source"
362,377,1504027,September 14,2019,Texas,Fort Worth,5701 Shelton St,0,2,"View Incident
View Source"
362,377,1287774,December 29,2018,Connecticut,East Hartland,2 Hartland Blvd,0,0,"View Incident
View Source"
362,377,1016913,December 29,2017,New York,Commack,6136 Jericho Turnpike,0,0,"View Incident
View Source"
363,378,475598,December 29,2015,Pennsylvania,Philadelphia,3400 block of N Eighth Street,1,0,"View Incident
View Source"
363,378,739299,December 30,2016,New Hampshire,Goffstown,Mast Road,0,0,"View Incident
View Source"
363,378,1019627,December 29,2017,South Carolina,Bluffton,,0,1,"View Incident
View Source"
363,378,1504117,September 14,2019,Kansas,Wichita,E Whitney Ln,0,1,"View Incident
View Source"
363,378,1287553,December 29,2018,Texas,Fort Worth,1500 block of E Berry St,0,1,"View Incident
View Source"
364,379,1288372,December 29,2018,Missouri,Kansas City,Ward Pkwy and W 65th St,0,1,"View Incident
View Source"
364,379,739292,December 30,2016,Nebraska,Lincoln,2030 S 27th St,0,1,"View Incident
View Source"
364,379,475262,December 29,2015,Georgia,Savannah,2300 block of Tulip Street,0,1,"View Incident
View Source"
364,379,1016846,December 29,2017,Missouri,Springfield,2655 N Glenstone Ave,1,0,"View Incident
View Source"
364,379,1504632,September 14,2019,Texas,San Antonio,500 block of Corliss,0,0,"View Incident
View Source"
365,380,1288207,December 29,2018,Arkansas,Hot Springs National Park (Hot Springs),1100 block of Central Ave,0,0,"View Incident
View Source"
365,380,738463,December 29,2016,Missouri,Novinger,300 block of Swanson Ave,0,1,"View Incident
View Source"
365,380,1504102,September 14,2019,Colorado,Colorado Springs,700 block of N 17th St,0,1,"View Incident
View Source"
365,380,475062,December 29,2015,Florida,Boca Raton,135 NW 20th St.,1,0,"View Incident
View Source"
365,380,1017841,December 29,2017,Maryland,Frederick,500 block of Wellington Ct,0,0,"View Incident
View Source"
366,381,738455,December 29,2016,Georgia,Newnan,1363 Hwy 29 S,0,0,"View Incident
View Source"
366,381,1289333,December 29,2018,New York,Buffalo,Gorton St,0,0,"View Incident
View Source"
366,381,477849,December 29,2015,Missouri,Sikeston,806 Apache Drive,1,0,"View Incident
View Source"
366,381,1505380,September 14,2019,California,Richmond,800 block of Lincoln Ave,1,0,"View Incident
View Source"
366,381,1089430,December 29,2017,Wisconsin,Raymond,Waukesha Rd,0,0,"View Incident
View Source"
367,382,474671,December 29,2015,California,Los Angeles (Hollywood),1000 block of North Kings Road,0,1,"View Incident
View Source"
367,382,747563,December 29,2016,Pennsylvania,Clarksville,120 North St,1,0,"View Incident
View Source"
367,382,1287728,December 29,2018,Connecticut,Danbury,25 Memorial Dr,1,1,"View Incident
View Source"
367,382,1017663,December 29,2017,Alabama,Montgomery,3400 block of Norman Bridge Road,0,1,"View Incident
View Source"
367,382,1505378,September 14,2019,California,Newark,38080 Birch St,1,0,"View Incident
View Source"
368,383,739281,December 29,2016,South Carolina,Spartanburg,,0,1,"View Incident
View Source"
368,383,474669,December 29,2015,California,Los Angeles,Sunset Boulevard and Figueroa Street,0,1,"View Incident
View Source"
368,383,1503904,September 14,2019,Michigan,Detroit,18912 Van Dyke Ave,0,1,"View Incident
View Source"
368,383,1288376,December 29,2018,Ohio,Lima,904 S Main St,1,3,"View Incident
View Source"
368,383,1017408,December 29,2017,Virginia,Smithfield,1205 S Church St,1,0,"View Incident
View Source"
369,384,1017308,December 29,2017,Mississippi,Jackson,5400 block of Brookhollow Dr,1,0,"View Incident
View Source"
369,384,474622,December 29,2015,California,Oxnard,200 block of East Yucca Street,0,1,"View Incident
View Source"
369,384,1287714,December 29,2018,Pennsylvania,Philadelphia,3600 block of N Lawrence St,0,2,"View Incident
View Source"
369,384,737340,December 29,2016,Arizona,Paradise Valley,N Tatum Blvd and E Lincoln Dr,0,1,"View Incident
View Source"
369,384,1504210,September 14,2019,Nevada,Las Vegas,2100 block of Industrial Rd,1,0,"View Incident
View Source"
370,385,1506155,September 14,2019,Iowa,Henry (county),1400 block of 240th St,0,0,"View Incident
View Source"
370,385,475381,December 29,2015,Illinois,Chicago (Englewood),6400 block of South Eggleston Avenue,0,1,"View Incident
View Source"
370,385,740101,December 29,2016,Arkansas,Little Rock,7523 Baseline Road,0,2,"View Incident
View Source"
370,385,1019179,December 29,2017,North Carolina,Albemarle,US 52 N,0,1,"View Incident
View Source"
370,385,1287882,December 29,2018,Oregon,Portland,12436 SE Powell Blvd,0,1,"View Incident
View Source"
371,386,1017624,December 29,2017,Arkansas,Monticello,100 block of Cook Lane,0,1,"View Incident
View Source"
371,386,1505321,September 14,2019,Michigan,New Hudson,Boyne St,0,1,"View Incident
View Source"
371,386,747554,December 29,2016,New Hampshire,Rochester,Rochester Hill Rd,0,0,"View Incident
View Source"
371,386,479200,December 29,2015,Georgia,Savannah (Wilmington Island),400 block of Johnny Mercer Blvd,0,0,"View Incident
View Source"
371,386,1287711,December 29,2018,Pennsylvania,Philadelphia,1400 block of McKinley St,0,1,"View Incident
View Source"
372,387,738357,December 29,2016,California,San Francisco,211 Valencia Street,1,0,"View Incident
View Source"
372,387,1022735,December 29,2017,Florida,Fort Walton Beach,Holmes Blvd and Martisa Rd,0,0,"View Incident
View Source"
372,387,475370,December 29,2015,Illinois,Chicago,6300 block of South Artesian Avenue,0,2,"View Incident
View Source"
372,387,1290957,December 29,2018,New Jersey,Newark,Lyons Ave and Fabyan Pl,0,0,"View Incident
View Source"
372,387,1504600,September 14,2019,Pennsylvania,Allentown,500 block of N Mohr St,0,0,"View Incident
View Source"
