,Unnamed: 0,Incident ID,Incident Date,year,State,City Or County,Address,Killed,Injured,Operations
124,129,1017393,December 31,2017,West Virginia,Flemington,45 High St,1,0,"View Incident
View Source"
124,129,1506093,September 16,2019,Nevada,Las Vegas,5346 E Lake Mead Blvd,0,1,"View Incident
View Source"
125,131,1506079,September 16,2019,Nevada,Las Vegas,1000 block of Sonora Hill Ct,0,0,"View Incident
View Source"
125,131,741409,December 31,2016,Tennessee,Murfreesboro,2310 Memorial Blvd,1,0,"View Incident
View Source"
125,131,1290923,December 31,2018,Mississippi,Flowood,I-20 and I-55,0,2,"View Incident
View Source"
125,131,1020900,December 31,2017,Florida,Fort Pierce,601 N 25th St,0,1,"View Incident
View Source"
125,131,476406,December 31,2015,Ohio,Toledo,Page and Elm,0,1,"View Incident
View Source"
126,132,1504742,September 16,2019,Tennessee,Elizabethton,200 block of Academy St,1,0,"View Incident
View Source"
126,132,1289240,December 31,2018,Florida,Tampa,13400 block of N Nebraska Ave,1,0,"View Incident
View Source"
126,132,739658,December 31,2016,Georgia,Augusta,1400 block of Brown St,0,0,"View Incident
View Source"
126,132,867743,December 31,2015,Illinois,Chicago,,0,0,"View Incident
View Source"
126,132,1020202,December 31,2017,Ohio,South Webster,500 block of Jackson Fork Rd,0,1,"View Incident
View Source"
127,133,1020146,December 31,2017,Georgia,Snellville,1500 block of Scenic Hwy N,0,1,"View Incident
View Source"
127,133,517642,December 31,2015,Ohio,Cincinnati (Norwood),,0,0,"View Incident
View Source"
127,133,1291475,December 31,2018,New Jersey,Paterson,111 Pearl St,0,0,"View Incident
View Source"
127,133,1506072,September 16,2019,Virginia,Dumfries,16900 block of Porters Inn Dr,1,0,"View Incident
View Source"
127,133,740634,December 31,2016,Michigan,Benton Harbor,250 N. Fair Ave,0,1,"View Incident
View Source"
128,134,1018101,December 31,2017,Illinois,Chicago,1900 S Sawyer Ave,0,1,"View Incident
View Source"
128,134,740626,December 31,2016,Florida,Largo,616 Rosery Rd,1,0,"View Incident
View Source"
128,134,1505120,September 16,2019,Virginia,Newport News,4300 block of Newsome Dr,0,1,"View Incident
View Source"
128,134,476527,December 31,2015,Illinois,Chicago,7000 block of South Laflin Street,0,1,"View Incident
View Source"
128,134,1291649,December 31,2018,Florida,Palatka,2500 block of Campbell St,1,0,"View Incident
View Source"
129,135,1291465,December 31,2018,New Jersey,Vineland,4039 S Main Rd,0,0,"View Incident
View Source"
129,135,1506042,September 16,2019,Virginia,Richmond,2000 block of Creighton Rd,0,1,"View Incident
View Source"
129,135,477072,December 31,2015,Pennsylvania,Erie,South I 79,0,0,"View Incident
View Source"
129,135,740552,December 31,2016,Michigan,Detroit,11000 block of Minden St,1,1,"View Incident
View Source"
129,135,1020867,December 31,2017,Kansas,Topeka,300 block of SE 36th St,0,0,"View Incident
View Source"
130,136,1018336,December 31,2017,Ohio,Groveport,4000 block of Yukon Ave,1,0,"View Incident
View Source"
130,136,1506034,September 16,2019,Arizona,Sierra Vista,500 block of Coronado Dr,0,1,"View Incident
View Source"
130,136,740620,December 31,2016,Michigan,Detroit,11000 Block of Christy St,0,1,"View Incident
View Source"
130,136,476012,December 31,2015,Arizona,Chandler,Loop 101 and Chandler Boulevard,1,0,"View Incident
View Source"
130,136,1291463,December 31,2018,New Jersey,Vineland,Grape St and 6th St,0,1,"View Incident
View Source"
131,137,1019342,December 31,2017,Georgia,Cartersville,2 Cain Dr,0,0,"View Incident
View Source"
131,137,1506030,September 16,2019,Virginia,Richmond,2300 block of Selden St,1,0,"View Incident
View Source"
131,137,1291459,December 31,2018,New Jersey,Vineland,7th St and Almond St,0,1,"View Incident
View Source"
131,137,477738,December 31,2015,South Carolina,Horry (county),Fantasy Harbor Boulevard,0,1,"View Incident
View Source"
131,137,743569,December 31,2016,South Carolina,Santee,Clark St and Old State Rd,0,1,"View Incident
View Source"
132,138,1505115,September 16,2019,Illinois,Urbana,101 W Windsor Rd,0,0,"View Incident
View Source"
132,138,1290216,December 31,2018,New Jersey,Atlantic City,3001 Pacific Ave,0,1,"View Incident
View Source"
132,138,1021943,December 31,2017,Alabama,Selma,300 block of Gaines Avenue,0,1,"View Incident
View Source"
132,138,475882,December 31,2015,Illinois,Chicago,4400 block of West Monroe Street,0,1,"View Incident
View Source"
132,138,739628,December 31,2016,Maryland,Baltimore,1900 block of McCulloh St,0,0,"View Incident
View Source"
133,139,1021938,December 31,2017,Alabama,Selma,1700 block of Water Avenue,0,2,"View Incident
View Source"
133,139,739624,December 31,2016,Maryland,Baltimore,200 block of Pontiac Ave,0,0,"View Incident
View Source"
133,139,1505103,September 16,2019,Illinois,Hoopeston,W Penn St and S 1st Ave,0,0,"View Incident
View Source"
133,139,475877,December 31,2015,Illinois,Chicago,2600 block of South Homan Avenue,0,1,"View Incident
View Source"
133,139,1291451,December 31,2018,New Jersey,Willingboro,Peachfield Ln,0,0,"View Incident
View Source"
134,140,1288698,December 31,2018,New Jersey,Elizabeth,531 5th St,0,0,"View Incident
View Source"
134,140,1505061,September 16,2019,Virginia,Hampton,100 Ireland St,1,0,"View Incident
View Source"
134,140,1018083,December 31,2017,Texas,Houston,1200 Louisiana St,0,0,"View Incident
View Source"
134,140,478162,December 31,2015,Texas,Corpus Christi,700 block of Eleanor Street,0,0,"View Incident
View Source"
134,140,739620,December 31,2016,Maryland,Baltimore,200 block of N Mount St,0,0,"View Incident
View Source"
135,141,1505063,September 16,2019,Texas,Hockley,22422 FM 2920,1,0,"View Incident
View Source"
135,141,1020177,December 31,2017,South Carolina,Orangeburg,Clarendon St,0,0,"View Incident
View Source"
135,141,478156,December 31,2015,Texas,Corpus Christi,11200 block of Willowood Creek Drive,0,0,"View Incident
View Source"
135,141,743155,December 31,2016,Illinois,Blue Island,14100 block of South Western Ave,1,1,"View Incident
View Source"
135,141,1288694,December 31,2018,New Jersey,Newark,80 block of Davenport Ave,0,1,"View Incident
View Source"
136,142,743260,December 31,2016,Louisiana,Bossier City,5400 block of Barksdale Blvd,0,1,"View Incident
View Source"
136,142,1018059,December 31,2017,Alaska,Anchorage,1000 block of West 26th Ave,0,0,"View Incident
View Source"
136,142,1505072,September 16,2019,Texas,Houston,10700 block of S Gessner,1,0,"View Incident
View Source"
136,142,478151,December 31,2015,Texas,Corpus Christi,4200 block of Easy Street,0,1,"View Incident
View Source"
136,142,1292286,December 31,2018,Maryland,Baltimore,Boston St,0,0,"View Incident
View Source"
137,143,739589,December 31,2016,Illinois,Urbana,142 Lincoln Square,0,0,"View Incident
View Source"
137,143,1290636,December 31,2018,Florida,Saint Petersburg,,0,0,"View Incident
View Source"
137,143,1018932,December 31,2017,Massachusetts,Marblehead,Arrowhead Rd,0,0,"View Incident
View Source"
137,143,1506008,September 16,2019,Rhode Island,Providence,Simmons Street,0,1,"View Incident
View Source"
137,143,476321,December 31,2015,Louisiana,New Orleans,1900 block of Amelia Street,0,6,"View Incident
View Source"
138,144,1505069,September 16,2019,Virginia,Newport News,13377 Jefferson Ave,1,0,"View Incident
View Source"
138,144,1018043,December 31,2017,New York,Rochester,Ackerman St,0,0,"View Incident
View Source"
138,144,1290374,December 31,2018,Iowa,Dayton,IA 175 and Oak Ave,1,0,"View Incident
View Source"
138,144,739296,December 31,2016,Nebraska,Lincoln,1523 Superior St,2,0,"View Incident
View Source"
138,144,477054,December 31,2015,Wisconsin,Milwaukee,21st and Locust,0,1,"View Incident
View Source"
139,145,738949,December 31,2016,Illinois,Chicago,5600 block of West Corcoran,0,1,"View Incident
View Source"
139,145,480342,December 31,2015,Michigan,Redford,15000 block of Wakenden,0,0,"View Incident
View Source"
139,145,1018118,December 31,2017,New Jersey,Long Branch,635 Wall St,4,0,"View Incident
View Source"
139,145,1505501,September 16,2019,Virginia,Newport News,600 block of Dresden Dr,1,1,"View Incident
View Source"
139,145,1289669,December 31,2018,Illinois,Chicago,5400 block of W Gladys Ave,0,2,"View Incident
View Source"
140,146,1289659,December 31,2018,Illinois,Chicago,2900 block of W Cortland St,0,2,"View Incident
View Source"
140,146,1505049,September 16,2019,South Carolina,Camden,St Paul Rd,0,1,"View Incident
View Source"
140,146,738830,December 31,2016,Illinois,Chicago,2200 block of North Latrobe,0,2,"View Incident
View Source"
140,146,515954,December 31,2015,Texas,Belton,1400 block of Oakalla Loop,0,0,"View Incident
View Source"
140,146,1018038,December 31,2017,Texas,Dallas,3600 block of Odessa St,0,0,"View Incident
View Source"
141,147,1505030,September 16,2019,Virginia,Waynesboro,900 Augusta Farms Rd,0,0,"View Incident
View Source"
141,147,739000,December 31,2016,Michigan,Wyoming,3500 block of Goodman Avenue SW,0,1,"View Incident
View Source"
141,147,476927,December 31,2015,Louisiana,New Orleans,9700 block of Lake Forest Boulevard,1,0,"View Incident
View Source"
141,147,1017855,December 31,2017,Florida,Orlando,I-4 and Conroy Rd,0,2,"View Incident
View Source"
141,147,1289635,December 31,2018,Illinois,Chicago,300 block of E 53rd St,1,0,"View Incident
View Source"
142,148,1017545,December 31,2017,Pennsylvania,Harrisburg,1900 block of Brookwood St,1,1,"View Incident
View Source"
142,148,1288629,December 31,2018,Illinois,Chicago,242 W Garfield Blvd,0,2,"View Incident
View Source"
142,148,747691,December 31,2016,Maryland,Suitland,3500 block of Silver Park Dr,1,0,"View Incident
View Source"
142,148,476116,December 31,2015,Texas,San Antonio,7800 block of Chambers Street,0,1,"View Incident
View Source"
142,148,1505019,September 16,2019,Virginia,Virginia Beach,600 block of Liberty Bell Rd,0,0,"View Incident
View Source"
143,149,478095,December 31,2015,Texas,San Antonio,Ruiz Street and North Colorado Street,0,1,"View Incident
View Source"
143,149,1505970,September 16,2019,Georgia,Hampton,Carl Parker Rd,3,0,"View Incident
View Source"
143,149,1017914,December 31,2017,New Jersey,Newark,2nd St and Central Ave,1,0,"View Incident
View Source"
143,149,739567,December 31,2016,Illinois,Joliet,400 block of Grover,1,0,"View Incident
View Source"
143,149,1289651,December 31,2018,Maryland,Cumberland (Lavale),,0,0,"View Incident
View Source"
144,150,1289648,December 31,2018,Illinois,Chicago,12200 block of S Normal Ave,0,1,"View Incident
View Source"
144,150,476953,December 31,2015,Arkansas,Crossett,W. 10th Street,0,1,"View Incident
View Source"
144,150,1505051,September 16,2019,Tennessee,Memphis,Midland Ave and Marianna St,1,0,"View Incident
View Source"
144,150,1018373,December 31,2017,Nevada,Las Vegas,Alexander Rd and Lamb Blvd,1,0,"View Incident
View Source"
144,150,743211,December 31,2016,Louisiana,Arabi,1800 block of Schnell Dr,0,1,"View Incident
View Source"
145,151,1505556,September 16,2019,District of Columbia,Washington,2200 block of Savannah Terrace SE,1,2,"View Incident
View Source"
145,151,739550,December 31,2016,West Virginia,Wheeling,15th St,0,0,"View Incident
View Source"
145,151,1018032,December 31,2017,South Carolina,Columbia,Bluff Rd,1,0,"View Incident
View Source"
145,151,477483,December 31,2015,Louisiana,Shreveport,2929 Peach Street,0,0,"View Incident
View Source"
145,151,1288618,December 31,2018,Illinois,Chicago,7500 block of S Wolcott Ave,0,1,"View Incident
View Source"
146,152,476345,December 31,2015,Texas,Houston,500 block of Gammon,1,0,"View Incident
View Source"
146,152,1289642,December 31,2018,Illinois,Chicago,200 block of W 95th St,1,0,"View Incident
View Source"
146,152,1018151,December 31,2017,Florida,Jacksonville,34th St and Wilson St,1,0,"View Incident
View Source"
146,152,1505354,September 16,2019,Wyoming,Cheyenne,3436 E. 11th St,2,2,"View Incident
View Source"
146,152,739545,December 31,2016,Washington,Seattle,3rd Ave and Pine St,0,1,"View Incident
View Source"
147,153,1288612,December 31,2018,Illinois,Chicago,12200 block of S State St,0,1,"View Incident
View Source"
147,153,1506666,September 16,2019,California,Los Angeles,300 block of N Stanley Ave,0,2,"View Incident
View Source"
147,153,1018019,December 31,2017,Nevada,Las Vegas,1200 block of Parliament Pl,0,1,"View Incident
View Source"
147,153,476338,December 31,2015,California,Los Angeles,2200 block of Batson Avenue,4,0,"View Incident
View Source"
147,153,739278,December 31,2016,Nevada,Reno,701 E 7th St,0,1,"View Incident
View Source"
148,154,1505926,September 16,2019,South Carolina,Piedmont,,0,0,"View Incident
View Source"
148,154,1026102,December 31,2017,Oklahoma,Enid,1610 S Van Buren St,0,0,"View Incident
View Source"
148,154,476334,December 31,2015,Alabama,Birmingham,3400 block of Park Avenue Southwest,0,1,"View Incident
View Source"
148,154,1289164,December 31,2018,California,San Bernardino,W 16th St and Genevieve St,0,1,"View Incident
View Source"
148,154,739466,December 31,2016,Pennsylvania,Greencastle,400 block of W Baltimore St,1,0,"View Incident
View Source"
149,155,1505921,September 16,2019,South Carolina,Myrtle Beach,Osceola St,0,0,"View Incident
View Source"
149,155,1289584,December 31,2018,Maryland,Baltimore,,0,1,"View Incident
View Source"
149,155,1018016,December 31,2017,California,Los Angeles,5600 San Vicente Blvd,0,1,"View Incident
View Source"
149,155,740531,December 31,2016,Louisiana,New Orleans,Almonaster Ave and N Prieur St,0,0,"View Incident
View Source"
149,155,475994,December 31,2015,Florida,Orlando,4501 Landing Drive,1,0,"View Incident
View Source"
150,157,1289581,December 31,2018,Maryland,Baltimore,1300 block of Harford Rd,0,2,"View Incident
View Source"
150,157,476998,December 31,2015,Massachusetts,Worcester,Lincoln Street and Goldthwaite Road,0,1,"View Incident
View Source"
150,157,1018261,December 31,2017,Massachusetts,Lawrence,170 Reservoir St,1,0,"View Incident
View Source"
150,157,739533,December 31,2016,Utah,Salt Lake City (Taylorsville),3900 Block of Squire Crest Dr,0,1,"View Incident
View Source"
150,157,1505921,September 16,2019,South Carolina,Myrtle Beach,Osceola St,0,0,"View Incident
View Source"
151,158,742303,December 31,2016,California,Bakersfield,Alfred Harrell Hwy,1,0,"View Incident
View Source"
151,158,1289573,December 31,2018,Maryland,Baltimore,2800 block of Spring Hill Ave,0,1,"View Incident
View Source"
151,158,1505917,September 16,2019,South Carolina,Myrtle Beach,1708 S Ocean Blvd,0,0,"View Incident
View Source"
151,158,1018014,December 31,2017,South Carolina,Florence,200 Block of E Liberty St,0,0,"View Incident
View Source"
151,158,701401,December 30,2015,Utah,Fountain Green,400 South and 100 East,0,0,"View Incident
View Source"
152,159,742301,December 31,2016,South Carolina,Mount Pleasant,774 S Shelmore Blvd,0,0,"View Incident
View Source"
152,159,1288657,December 31,2018,Maryland,Baltimore,50 block of W 20th St,1,0,"View Incident
View Source"
152,159,1505914,September 16,2019,South Carolina,Simpsonville,200 Bryson Dr,0,1,"View Incident
View Source"
152,159,1018012,December 31,2017,Alabama,Mobile,Rose Lane,0,1,"View Incident
View Source"
152,159,476555,December 30,2015,Virginia,Woodbridge,14900 block of Emberdale Dr,0,1,"View Incident
View Source"
153,160,1505912,September 16,2019,South Carolina,Lexington,McLee Rd,0,0,"View Incident
View Source"
153,160,477563,December 30,2015,North Carolina,Wilmington,334 Westchester Road,1,0,"View Incident
View Source"
153,160,1289562,December 31,2018,Florida,Lake Worth,S D St,0,0,"View Incident
View Source"
153,160,742287,December 31,2016,South Carolina,Santee,Clark Street and Old State Road,0,1,"View Incident
View Source"
153,160,1016980,December 30,2017,Nevada,Las Vegas,740 S Decatur Blvd,3,0,"View Incident
View Source"
154,161,1018000,December 30,2017,Texas,Corpus Christi,802 Barry St,0,0,"View Incident
View Source"
154,161,475679,December 30,2015,Ohio,Cincinnati,6230 Montgomery Rd,0,1,"View Incident
View Source"
154,161,1505910,September 16,2019,South Carolina,Charleston,1900 Hazelwood Dr,0,1,"View Incident
View Source"
154,161,738728,December 31,2016,North Carolina,Rowan (county),100 block of Apex Ln,1,0,"View Incident
View Source"
154,161,1289560,December 31,2018,Florida,Delray Beach,400 block of SW Sixth Ave,0,0,"View Incident
View Source"
155,162,1018862,December 30,2017,Kentucky,Lexington,500 block of Ohio St,0,0,"View Incident
View Source"
155,162,784124,December 31,2016,Pennsylvania,Pittsburgh,,0,0,"View Incident
View Source"
155,162,1504775,September 16,2019,Georgia,Conyers,1316 White Oak Ct SE,3,0,"View Incident
View Source"
155,162,477541,December 30,2015,North Carolina,Greenville,Summerhaven Drive,0,0,"View Incident
View Source"
155,162,1289558,December 31,2018,Florida,Delray Beach,500 block of Auburn Cir W,0,0,"View Incident
View Source"
156,163,1289557,December 31,2018,Florida,Boynton Beach,2300 block of N Federal Hwy,0,0,"View Incident
View Source"
156,163,1505897,September 16,2019,Ohio,Youngstown,2600 block of Oakwood Ave,0,0,"View Incident
View Source"
156,163,740534,December 31,2016,Louisiana,New Orleans (Jefferson),,0,1,"View Incident
View Source"
